0.19632,1.1614e+05,0.19383,1.3211e+05,0.19018,1.8957e+05,0.18859,1.9259e+05,0.19398,1.5281e+05,0.19381,1.2069e+05,0.18939,1.8285e+05,0.19382,1.206e+05,0.1884,2.6332e+05,0.18786,2.7464e+05,0.19474,1.2809e+05,0.19799,1.4387e+05,0.18683,3.0087e+05,0.19185,1.6654e+05,0.18898,2.8923e+05,0.19351,1.2575e+05,0.19397,1.1873e+05,0.18946,1.7727e+05,0.19271,1.253e+05,0.19246,1.4517e+05
0.18808,1.9279e+05,0.20038,1.1711e+05,0.1857,3.1035e+05,0.18847,1.9602e+05,0.19433,1.2905e+05,0.19368,1.2142e+05,0.19644,1.2263e+05,0.19409,1.191e+05,0.18621,3.1226e+05,0.19283,1.2841e+05,0.18838,2.0882e+05,0.18977,2.1177e+05,0.18657,3.2187e+05,0.19191,1.4937e+05,0.19845,1.3066e+05,0.19277,1.4026e+05,0.18826,2.7179e+05,0.19087,1.7138e+05,0.18703,1.9621e+05,0.18772,1.9892e+05
0.18753,2.708e+05,0.18715,2.9366e+05,0.18589,3.0342e+05,0.18842,2.7221e+05,0.18958,1.7698e+05,0.18924,1.7895e+05,0.19012,1.7817e+05,0.19267,1.3975e+05,0.18627,3.1074e+05,0.18865,1.9114e+05,0.19391,1.3313e+05,0.19134,2.0289e+05,0.19176,1.3905e+05,0.19198,1.4336e+05,0.19911,1.2427e+05,0.18698,3.1801e+05,0.18738,3.0279e+05,0.18786,1.8634e+05,0.19209,1.4595e+05,0.19164,1.6876e+05
0.18706,2.8087e+05,0.20099,1.1521e+05,0.18565,3.195e+05,0.18842,1.9722e+05,0.19303,1.6012e+05,0.19338,1.2351e+05,0.19566,1.3593e+05,0.19266,1.6217e+05,0.19242,1.772e+05,0.18829,2.5628e+05,0.18848,2.0065e+05,0.19875,1.3215e+05,0.18787,1.8769e+05,0.18856,1.8443e+05,0.19395,1.6544e+05,0.18702,3.1221e+05,0.19313,1.544e+05,0.19329,1.2051e+05,0.18592,2.9637e+05,0.19322,1.2385e+05
0.18953,1.8007e+05,0.19377,1.3462e+05,0.18755,2.0662e+05,0.19227,1.33e+05,0.1924,1.6353e+05,0.1933,1.2471e+05,0.19311,1.6266e+05,0.19278,1.328e+05,0.20224,1.2342e+05,0.19115,1.7473e+05,0.19643,1.241e+05,0.18788,3.2337e+05,0.18762,1.9569e+05,0.18797,2.0524e+05,0.19945,1.2179e+05,0.19244,1.6705e+05,0.1923,1.5973e+05,0.1921,1.4155e+05,0.19265,1.2699e+05,0.19282,1.2961e+05
0.19268,1.2674e+05,0.18813,2.7651e+05,0.19236,1.4597e+05,0.19147,1.7346e+05,0.19382,1.5407e+05,0.19287,1.6088e+05,0.19289,1.6417e+05,0.18715,2.0332e+05,0.1873,2.9193e+05,0.18627,3.0621e+05,0.18839,2.0631e+05,0.19904,1.2946e+05,0.18655,3.281e+05,0.19223,1.3152e+05,0.18847,2.9853e+05,0.18703,3.1047e+05,0.18736,3.0415e+05,0.19156,1.6802e+05,0.19248,1.2819e+05,0.19251,1.4098e+05
0.19323,1.227e+05,0.18894,1.9333e+05,0.18641,2.9814e+05,0.18973,1.8198e+05,0.19448,1.2168e+05,0.18775,2.8896e+05,0.18889,1.8532e+05,0.19273,1.3673e+05,0.19415,1.3229e+05,0.19202,1.4605e+05,0.19381,1.3493e+05,0.18876,3.0516e+05,0.19243,1.2395e+05,0.1955,1.1653e+05,0.18862,2.9318e+05,0.1876,2.9477e+05,0.18792,2.7746e+05,0.19233,1.3002e+05,0.19244,1.3012e+05,0.18777,1.9686e+05
0.1874,2.7277e+05,0.18717,2.9207e+05,0.18767,2.0359e+05,0.19208,1.4184e+05,0.19364,1.5651e+05,0.18792,2.8567e+05,0.19459,1.507e+05,0.18716,2.0099e+05,0.18802,2.65e+05,0.20133,1.099e+05,0.18829,2.0904e+05,0.19921,1.2172e+05,0.19166,1.4827e+05,0.1881,1.9592e+05,0.19274,1.7419e+05,0.1877,2.0484e+05,0.1875,2.914e+05,0.18772,1.8838e+05,0.18579,3.1172e+05,0.19563,1.168e+05
0.18677,2.8285e+05,0.20224,1.1262e+05,0.20084,1.2286e+05,0.18606,3.1156e+05,0.19445,1.2309e+05,0.19012,1.7443e+05,0.19589,1.2602e+05,0.19343,1.2286e+05,0.19286,1.4719e+05,0.18642,2.9387e+05,0.19195,1.7639e+05,0.18894,2.9626e+05,0.19311,1.2063e+05,0.19096,1.7196e+05,0.19865,1.2946e+05,0.18811,1.9077e+05,0.19403,1.1745e+05,0.19505,1.17e+05,0.1923,1.312e+05,0.18749,2.915e+05
0.19251,1.2869e+05,0.20087,1.161e+05,0.19128,1.8384e+05,0.1863,2.9135e+05,0.18884,1.9941e+05,0.20186,1.1723e+05,0.18987,1.8032e+05,0.1875,1.8841e+05,0.19289,1.3964e+05,0.19315,1.2558e+05,0.187,3.0668e+05,0.1946,1.7084e+05,0.19177,1.3821e+05,0.1928,1.2435e+05,0.19402,1.3935e+05,0.18937,1.825e+05,0.18769,2.8233e+05,0.19211,1.4069e+05,0.19215,1.3962e+05,0.19045,1.7505e+05
