0.18958,1.3252e+05
0.18959,1.3249e+05
0.19018,1.2697e+05
0.20327,1.1063e+05
0.18958,1.3252e+05
0.18959,1.325e+05
0.20247,1.12e+05
0.18961,1.3244e+05
0.18953,1.3711e+05
0.18959,1.325e+05
0.19025,1.2634e+05
0.19019,1.2694e+05
0.18954,1.356e+05
0.1896,1.3246e+05
0.18959,1.325e+05
0.18954,1.3558e+05
0.18959,1.3251e+05
0.18959,1.3249e+05
0.1902,1.2694e+05
0.1899,1.294e+05
0.18989,1.2942e+05
0.18959,1.325e+05
0.18949,1.4143e+05
0.18984,1.2981e+05
0.18954,1.3559e+05
0.19028,1.2627e+05
0.19025,1.2634e+05
0.19045,1.2516e+05
0.18959,1.3249e+05
0.18961,1.3243e+05
0.18951,1.3866e+05
0.19508,1.1424e+05
0.18962,1.3243e+05
0.18953,1.3671e+05
0.18965,1.3209e+05
0.18623,1.8686e+05
0.18658,1.8393e+05
0.18961,1.3245e+05
0.18654,1.8467e+05
0.19055,1.2452e+05
0.19017,1.2713e+05
0.19008,1.2774e+05
0.18951,1.3858e+05
0.19018,1.2697e+05
0.18961,1.3245e+05
0.19392,1.1555e+05
0.18999,1.2855e+05
0.18964,1.3219e+05
0.19005,1.2811e+05
0.18774,1.8006e+05
0.18621,1.8694e+05
0.19053,1.2458e+05
0.18583,1.9529e+05
0.18955,1.3526e+05
0.18941,1.5285e+05
0.1872,1.8113e+05
0.19025,1.2634e+05
0.18989,1.2941e+05
0.18951,1.3858e+05
0.18621,1.8693e+05
0.19019,1.2695e+05
0.18971,1.3141e+05
0.18981,1.3018e+05
0.19003,1.2821e+05
0.19051,1.2499e+05
0.19011,1.2754e+05
0.18648,1.8502e+05
0.19047,1.2509e+05
0.18954,1.356e+05
0.18949,1.404e+05
0.1918,1.2064e+05
0.1902,1.268e+05
0.18952,1.3722e+05
0.19254,1.1852e+05
0.18802,1.7843e+05
0.18949,1.4143e+05
0.18956,1.3449e+05
0.18989,1.2941e+05
0.18959,1.325e+05
0.18989,1.2942e+05
0.18661,1.8385e+05
0.1905,1.2502e+05
0.18659,1.839e+05
0.18956,1.3376e+05
0.18994,1.29e+05
0.18963,1.3232e+05
0.18974,1.3107e+05
0.19042,1.2524e+05
0.19041,1.2539e+05
0.19091,1.2316e+05
0.18997,1.2874e+05
0.18962,1.3242e+05
0.19425,1.149e+05
0.18646,1.8574e+05
0.18962,1.3243e+05
0.19393,1.1552e+05
0.18588,1.927e+05
0.1917,1.2095e+05
0.18992,1.2908e+05
0.18947,1.4187e+05
0.19024,1.2669e+05
0.19297,1.1751e+05
0.19019,1.2696e+05
0.1889,1.7612e+05
